FeatureID	FeatureType	FeatureName	GenomeID	Genome	VersionName	ContigName	Strand	PartCount	PartNumber	Left End	Right End	
ABE-0285387	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	696307	696377	
ABE-0002272	tRNA	glnX	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	696430	696504	
ABE-0002274	tRNA	glnV	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	696542	696616	
ABE-0002276	tRNA	metU	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	696664	696740	
ABE-0002280	tRNA	glnW	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	696756	696830	
ABE-0002284	tRNA	glnU	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	696865	696939	
ABE-0002288	tRNA	leuW	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	696963	697047	
ABE-0002290	tRNA	metT	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	697057	697133	
ABE-0002292	CDS	asnB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	697513	699177	
ABE-0285388	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	699425	699522	
ABE-0002296	CDS	umpH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	699574	700326	
ABE-0002299	CDS	nagC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	700374	701594	
ABE-0002301	CDS	nagA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	701603	702751	
ABE-0002304	CDS	nagB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	702811	703611	
ABE-0002312	CDS	nagE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	703944	705890	
ABE-0285389	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	705897	705932	
ABE-0002317	CDS	glnS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	706093	707757	
ABE-0285390	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	707770	707934	
ABE-0002323	CDS	chiP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	708334	709740	
ABE-0002325	CDS	chiQ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	709790	710116	
ABE-0002327	CDS	fur	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	710200	710646	
ABE-0285204	CDS	uof	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	710639	710725	
ABE-0285391	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	710908	710940	
ABE-0002332	CDS	fldA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	710935	711465	
ABE-0002335	CDS	ybfE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	711605	711898	
ABE-0002337	CDS	ybfF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	712038	712802	
ABE-0002343	CDS	seqA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	712987	713532	
ABE-0002345	CDS	pgm	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	713558	715198	
ABE-0285392	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	715264	715361	
ABE-0002350	CDS	ybfP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	715412	715906	
ABE-0002352	CDSp	ybfG_2	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	715947	716357	
ABE-0285121	pseudogene	ybfG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	715947	716597	
ABE-0002355	CDSp	ybfG_1	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	716388	716597	
ABE-0285170	pseudogene	ybfI	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	716721	716864	
ABE-0002360	CDS	potE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	716946	718265	
ABE-0002362	CDS	speF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	718262	720460	
ABE-0285176	CDS	ybfK	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	720583	720840	
ABE-0002366	CDS	kdpE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	721056	721733	
ABE-0002368	CDS	kdpD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	721730	724414	
ABE-0002374	CDS	kdpC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	724407	724979	
ABE-0002376	CDS	kdpB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	724988	727036	
ABE-0002381	CDS	kdpA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	727059	728732	
ABE-0285034	CDS	kdpF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	728732	728821	
ABE-0002386	CDS	ybfA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	729134	729340	
ABE-0002392	CDS	rhsC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	729583	733776	
ABE-0002398	CDS	ybfB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	733776	734102	
ABE-0002402	pseudogene	ybfO	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	734133	735653	
ABE-0002404	CDS	ybfC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	735650	736219	
ABE-0285035	pseudogene	ybfQ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	736445	736681	
ABE-0002407	pseudogene	ybfL	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	736825	737961	
ABE-0002411	CDS	ybfD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	738092	738853	
ABE-0002414	CDS	ybgA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	739001	739510	
ABE-0002417	CDS	phr	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	739507	740925	
ABE-0285393	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	740954	741059	
ABE-0002420	CDS	dtpD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	741075	742556	
ABE-0002424	CDS	ybgI	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	742827	743570	
ABE-0002426	CDS	pxpB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	743593	744249	
ABE-0002428	CDS	pxpC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	744243	745175	
ABE-0002431	CDS	pxpA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	745165	745899	
ABE-0002433	CDS	nei	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	745935	746726	
ABE-0002435	CDS	abrB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	746723	747769	
ABE-0002441	CDS	ybgO	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	747921	748982	
ABE-0002443	CDS	ybgP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	748979	749707	
ABE-0002446	CDS	ybgQ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	749722	752169	
ABE-0002448	CDS	ybgD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	752229	752795	
ABE-0002451	CDS	gltA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	753185	754468	
ABE-0285807	CDS	ybgV	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	754658	754690	
ABE-0285804	CDS	ybgU	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	754674	754781	
ABE-0002460	CDS	sdhC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	755177	755566	
ABE-0002464	CDS	sdhD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	755560	755907	
ABE-0002466	CDS	sdhA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	755907	757673	
ABE-0002468	CDS	sdhB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	757689	758405	
ABE-0285394	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	758409	758526	
ABE-0002478	CDS	sucA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	758706	761507	
ABE-0002480	CDS	sucB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	761522	762739	
ABE-0285395	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	762762	762928	
ABE-0002483	CDS	sucC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	763014	764180	
ABE-0002485	CDS	sucD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	764180	765049	
ABE-0285785	ncRNA	sdhX	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	765050	765150	
ABE-0002487	CDS	mngR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	765153	765875	
ABE-0002493	CDS	mngA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	765984	767960	
ABE-0002495	CDS	mngB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	767978	770611	
ABE-0285396	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	770675	770773	
ABE-0002499	CDS	cydA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	771458	773026	
ABE-0002501	CDS	cydB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	773042	774181	
ABE-0285036	CDS	cydX	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	774196	774309	
ABE-0002505	CDS	ybgE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	774309	774602	
ABE-0002508	CDS	ybgC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	774752	775156	
ABE-0002511	CDS	tolQ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	775153	775845	
ABE-0002513	CDS	tolR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	775849	776277	
ABE-0002515	CDS	tolA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	776342	777607	
ABE-0002517	CDS	tolB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	777740	779032	
ABE-0002521	CDS	pal	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	779067	779588	
ABE-0002523	CDS	cpoB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	779598	780389	
ABE-0002525	tRNA	lysT	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	780554	780629	
ABE-0002527	tRNA	valT	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	780765	780840	
ABE-0002529	tRNA	lysW	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	780843	780918	
ABE-0002531	tRNA	valZ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	781068	781143	
ABE-0002533	tRNA	lysY	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	781147	781222	
ABE-0002535	tRNA	lysZ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	781369	781444	
ABE-0002537	tRNA	lysQ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	781577	781652	
ABE-0002541	CDS	nadA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	782085	783128	
ABE-0002547	CDS	pnuC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	783166	783885	
ABE-0002549	CDS	zitB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	783882	784823	
ABE-0002553	CDS	ybgS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	784937	785317	
ABE-0002560	CDS	aroG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	785633	786685	
ABE-0285397	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	786735	786769	
ABE-0002563	CDS	gpmA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	786843	787595	
ABE-0002566	CDS	galM	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	787797	788837	
ABE-0002568	CDS	galK	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	788831	789979	
ABE-0002573	CDS	galT	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	789983	791029	
ABE-0002575	CDS	galE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	791039	792055	
ABE-0285398	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	792264	792297	
ABE-0002582	CDS	modF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	792316	793788	
ABE-0002585	CDS	modE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	793856	794644	
ABE-0002595	CDS	acrZ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	794773	794922	
ABE-0002601	CDS	modA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	795089	795862	
ABE-0002603	CDS	modB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	795862	796551	
ABE-0002605	CDS	modC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	796554	797612	
ABE-0002607	CDS	ybhA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	797613	798431	
ABE-0002611	CDS	pgl	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	798586	799581	
ABE-0002613	CDS	ybhD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	799622	800575	
ABE-0002618	CDS	ybhH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	800759	801811	
ABE-0002621	CDS	ybhI	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	801887	803320	
ABE-0002626	CDS	ybhJ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	803503	805764	
ABE-0285399	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	805804	805981	
ABE-0002629	CDS	ybhC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	805998	807281	
ABE-0285142	misc_feature	attLAM	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	807328	807342	
ABE-0002632	CDS	ybhB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	807433	807909	
ABE-0002635	CDS	bioA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	807968	809257	
ABE-0002644	CDS	bioB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	809344	810384	
ABE-0002646	CDS	bioF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	810381	811535	
ABE-0002648	CDS	bioC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	811522	812277	
ABE-0002650	CDS	bioD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	812270	812947	
ABE-0285269	misc_feature	DARS1	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	813086	813186	
ABE-0285270	protein_bind		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	813107	813115	
ABE-0285271	protein_bind		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	813121	813129	
ABE-0285272	protein_bind		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	813133	813141	
ABE-0002658	CDS	uvrB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	813526	815547	
ABE-0285400	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	815585	815681	
ABE-0002661	CDS	ybhK	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	815739	816647	
ABE-0002669	CDS	moaA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	817044	818033	
ABE-0002671	CDS	moaB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	818055	818567	
ABE-0002673	CDS	moaC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	818570	819055	
ABE-0002675	CDS	moaD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	819048	819293	
ABE-0002678	CDS	moaE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	819295	819747	
ABE-0285401	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	819758	819784	
ABE-0002685	CDS	ybhL	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	819884	820588	
ABE-0002688	CDS	ybhM	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	820793	821506	
ABE-0002690	CDS	ybhN	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	821542	822498	
ABE-0002692	CDS	clsB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	822498	823739	
ABE-0002696	CDS	ybhP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	823736	824497	
ABE-0002699	CDS	ybhQ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	824630	825040	
ABE-0002701	CDS	ybhR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	825002	826108	
ABE-0002703	CDS	ybhS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	826119	827252	
ABE-0002707	CDS	ybhF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	827245	828981	
ABE-0002709	CDS	ybhG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	828974	829972	
ABE-0002711	CDS	cecR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	829972	830643	
ABE-0002719	CDS	rhlE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	830872	832236	
ABE-0285402	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	832289	832386	
ABE-0002722	CDS	ybiA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	832468	832950	
ABE-0002732	CDS	dinG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	833070	835220	
ABE-0002734	CDS	ybiB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	835248	836210	
ABE-0285403	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	836222	836245	
ABE-0002738	CDS	hcxB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	836351	837436	
ABE-0285754	CDS	ybiE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	837503	837562	
ABE-0285404	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	837539	837661	
ABE-0002741	CDS	ybiJ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	837665	837925	
ABE-0002744	CDS	ybiI	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	838190	838456	
ABE-0002746	CDS	ybiX	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	838530	839207	
ABE-0002749	CDS	fiu	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	839249	841531	
ABE-0002753	CDS	mcbA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	841796	842056	
ABE-0002757	CDS	rlmF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	842332	843258	
ABE-0002760	CDS	ybiO	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	843255	845480	
ABE-0285405	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	845631	845729	
ABE-0002764	CDS	glnQ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	845741	846463	
ABE-0002766	CDS	glnP	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	846460	847119	
ABE-0002771	CDS	glnH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	847258	848004	
ABE-0002776	CDS	dps	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	848408	848911	
ABE-0002779	CDS	rhtA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	849210	850097	
ABE-0285813	CDS	yliM	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	850332	850397	
ABE-0002784	CDS	ompX	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	850450	850965	
ABE-0002786	CDS	opgE	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	851014	852597	
ABE-0285318	CDS	mntS	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	852869	852997	
ABE-0002793	CDS	mntR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	853183	853650	
ABE-0002795	CDS	ybiR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	853647	854765	
ABE-0002797	CDS	ldtB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	854824	855744	
ABE-0002801	CDS	ybiT	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	855963	857555	
ABE-0285406	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	857616	857713	
ABE-0002804	CDS	ybiU	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	857796	859061	
ABE-0002807	CDS	ybiV	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	859213	860028	
ABE-0002810	CDS	ybiW	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	860174	862606	
ABE-0002812	CDS	ybiY	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	862612	863511	
ABE-0002818	CDS	fsaA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	863642	864304	
ABE-0285407	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	864333	864370	
ABE-0002820	CDS	moeB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	864380	865129	
ABE-0002823	CDS	moeA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	865129	866364	
ABE-0002828	CDS	iaaA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	866568	867533	
ABE-0002830	CDS	gsiA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	867520	869391	
ABE-0002832	CDS	gsiB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	869411	870949	
ABE-0002834	CDS	gsiC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	870967	871887	
ABE-0002836	CDS	gsiD	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	871890	872801	
ABE-0002839	CDS	pdeI	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	872979	875327	
ABE-0002841	CDS	dgcI	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	875335	876663	
ABE-0002843	CDS	rimO	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	876710	878035	
ABE-0002849	CDS	bssR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	878248	878631	
ABE-0002852	CDS	yliI	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	878742	879857	
ABE-0002855	CDS	gstB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	879854	880480	
ABE-0002860	CDS	dacC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	880727	881929	
ABE-0285408	repeat_region		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	881940	881966	
ABE-0002862	CDS	deoR	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	881976	882734	
ABE-0002865	CDS	ybjG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	882792	883388	
ABE-0002871	CDS	mdfA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	883673	884905	
ABE-0002873	CDS	ybjH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	884946	885230	
ABE-0002877	CDS	ybjI	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	885316	886131	
ABE-0002880	CDS	ybjJ	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	886131	887339	
ABE-0002885	CDS		MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	887423	887959	
ABE-0047241	ncRNA	rybB	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	887976	888054	
ABE-0002887	CDS	ybjL	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	888134	889819	
ABE-0002891	CDS	ybjM	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	890089	890466	
ABE-0002893	CDS	grxA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	complement	1	1	890496	890753	
ABE-0002898	CDS	ybjC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	890913	891200	
ABE-0002900	CDS	nfsA	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	891184	891906	
ABE-0002903	CDS	rimK	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	891967	892869	
ABE-0002910	CDS	ybjN	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	892957	893433	
ABE-0002913	CDS	potF	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	893784	894896	
ABE-0002915	CDS	potG	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	894991	896124	
ABE-0002917	CDS	potH	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	896134	897087	
ABE-0002919	CDS	potI	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	897084	897929	
ABE-0002922	CDS	ybjO	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	897989	898477	
ABE-0002924	CDS	rlmC	MG1655	Escherichia coli K-12 MG1655	v3	Chromosome	forward	1	1	898518	899645	
